start,end,text,speaker
2119.469,2119.65,"know,",SPEAKER_02
2119.67,2119.75,you,SPEAKER_02
2119.77,2119.87,could,SPEAKER_02
2119.89,2120.35,"maybe,",SPEAKER_02
2120.39,2120.49,you,SPEAKER_02
2120.51,2120.871,see,SPEAKER_02
2120.891,2121.011,"this,",SPEAKER_02
2121.031,2121.271,this,SPEAKER_02
2121.291,2121.411,"file,",SPEAKER_02
2121.431,2121.611,this,SPEAKER_00
2121.631,2122.132,sticky,SPEAKER_00
2122.152,2122.392,note,SPEAKER_00
2122.412,2122.632,"file,",SPEAKER_02
2123.013,2123.113,you,SPEAKER_02
2123.133,2123.253,could,SPEAKER_02
2123.293,2123.673,maybe,SPEAKER_02
2123.834,2124.014,use,SPEAKER_02
2124.094,2124.354,this,SPEAKER_02
2124.394,2124.474,and,SPEAKER_02
2124.494,2124.734,maybe,SPEAKER_02
2124.795,2124.875,just,SPEAKER_02
2124.895,2125.275,write,SPEAKER_02
2125.295,2125.435,the,SPEAKER_02
2125.455,2125.635,"text,",SPEAKER_02
2125.675,2125.956,whatever,SPEAKER_02
2125.976,2126.176,you,SPEAKER_02
2126.196,2126.336,want,SPEAKER_02
2126.436,2126.596,for,SPEAKER_02
2126.616,2126.877,that.,SPEAKER_02
2128.438,2128.578,"Um,",SPEAKER_02
2128.638,2129.059,"which,",SPEAKER_02
2129.399,2129.619,"um,",SPEAKER_02
2130.0,2130.34,Oh,SPEAKER_02
2131.901,2132.262,yeah.,SPEAKER_02
2132.482,2132.622,So,SPEAKER_02
2132.662,2132.922,this,SPEAKER_02
2132.962,2133.123,is,SPEAKER_02
2133.203,2133.243,a,SPEAKER_02
2133.283,2133.563,very,SPEAKER_02
2133.583,2133.703,neat,SPEAKER_02
2133.723,2133.903,thing.,SPEAKER_02
2134.324,2134.844,Let,SPEAKER_02
2134.864,2135.225,me,SPEAKER_02
2135.245,2135.345,just,SPEAKER_02
2135.365,2135.485,do,SPEAKER_02
2135.505,2135.665,that,SPEAKER_02
2135.725,2135.825,one.,SPEAKER_02
2135.845,2136.005,Save,SPEAKER_02
2136.085,2136.266,your,SPEAKER_02
2136.286,2136.446,time.,SPEAKER_02
2141.45,2141.87,"Yeah,",SPEAKER_02
2141.89,2142.011,so,SPEAKER_02
2142.071,2142.151,I,SPEAKER_02
2142.171,2142.371,give,SPEAKER_02
2142.391,2142.671,you,SPEAKER_02
2142.691,2143.011,so,SPEAKER_02
2143.032,2143.252,like,SPEAKER_02
2143.292,2143.432,the,SPEAKER_02
2143.452,2143.652,goal,SPEAKER_02
2143.712,2143.892,so,SPEAKER_02
2143.932,2144.153,like,SPEAKER_02
2144.173,2144.353,the,SPEAKER_02
2144.373,2144.893,fireplace.,SPEAKER_02
2145.213,2145.734,Yeah.,SPEAKER_02
2146.094,2146.495,Okay.,SPEAKER_02
2146.835,2147.075,This,SPEAKER_02
2147.095,2147.195,was,SPEAKER_02
2147.215,2147.435,shifted.,SPEAKER_02
2174.429,2174.829,"Oh,",SPEAKER_05
2178.771,2179.012,that's,SPEAKER_03
2179.052,2179.092,a,SPEAKER_03
2179.112,2179.332,good,SPEAKER_03
2179.392,2179.732,one.,SPEAKER_03
2183.734,2183.894,So,SPEAKER_03
2183.914,2183.974,we,SPEAKER_03
2183.994,2184.094,have,SPEAKER_03
2184.234,2184.354,Dark,SPEAKER_00
2184.374,2184.695,"Puzzle,",SPEAKER_00
2184.775,2185.315,Fireplace,SPEAKER_00
2185.335,2186.095,Puzzle.,SPEAKER_03
2186.796,2187.196,"Yeah,",SPEAKER_03
2187.256,2187.496,so,SPEAKER_03
2187.556,2187.656,I,SPEAKER_03
2187.676,2187.836,said,SPEAKER_03
2187.856,2188.096,that,SPEAKER_03
2188.116,2188.296,almost,SPEAKER_03
2188.317,2188.537,leads,SPEAKER_03
2188.557,2188.877,directly,SPEAKER_03
2188.937,2189.157,into,SPEAKER_03
2189.177,2189.297,"that,",SPEAKER_03
2189.377,2189.617,so,SPEAKER_03
2189.657,2190.037,that's,SPEAKER_03
2190.117,2190.618,good.,SPEAKER_03
2195.06,2195.3,And,SPEAKER_03
2195.76,2195.82,it,SPEAKER_03
2195.861,2196.161,reaches,SPEAKER_03
2196.241,2196.321,a,SPEAKER_03
2196.361,2196.541,hidden,SPEAKER_03
2196.601,2196.881,object.,SPEAKER_03
2196.941,2197.021,I,SPEAKER_03
2197.061,2197.201,like,SPEAKER_03
2197.241,2197.401,that,SPEAKER_03
2197.481,2197.541,"too,",SPEAKER_03
2197.581,2198.142,because,SPEAKER_03
2198.482,2198.782,then,SPEAKER_00
2198.882,2198.962,it,SPEAKER_03
2198.982,2199.142,could,SPEAKER_03
2199.162,2199.262,be,SPEAKER_03
2199.302,2199.522,"like,",SPEAKER_03
2199.683,2199.903,even,SPEAKER_03
2200.103,2200.183,if,SPEAKER_03
2200.243,2200.663,you,SPEAKER_03
2201.744,2202.144,did,SPEAKER_03
2202.184,2202.344,"like,",SPEAKER_03
2202.808,2203.028,Even,SPEAKER_03
2203.088,2203.388,if,SPEAKER_03
2203.428,2203.648,they,SPEAKER_03
2203.668,2203.989,somehow,SPEAKER_03
2204.029,2204.389,managed,SPEAKER_03
2204.429,2204.529,to,SPEAKER_03
2204.689,2204.869,just,SPEAKER_03
2204.929,2205.209,use,SPEAKER_03
2205.229,2205.369,the,SPEAKER_03
2205.409,2205.81,"matches,",SPEAKER_03
2206.57,2206.67,they,SPEAKER_03
2206.69,2206.89,still,SPEAKER_03
2207.09,2207.29,need,SPEAKER_03
2207.33,2207.41,to,SPEAKER_03
2207.43,2207.59,light,SPEAKER_03
2207.61,2207.711,the,SPEAKER_03
2207.731,2207.991,fireplace,SPEAKER_03
2208.051,2208.131,in,SPEAKER_03
2208.171,2208.271,order,SPEAKER_03
2208.291,2208.351,for,SPEAKER_03
2208.371,2208.431,it,SPEAKER_03
2208.451,2208.551,to,SPEAKER_03
2208.571,2209.051,progress.,SPEAKER_03
2209.331,2209.611,So,SPEAKER_03
2213.633,2214.114,that,SPEAKER_03
2214.194,2214.414,after,SPEAKER_03
2214.434,2214.494,the,SPEAKER_03
2214.534,2214.634,fire...,SPEAKER_03
2214.654,2214.874,You,SPEAKER_00
2214.934,2215.094,also,SPEAKER_00
2215.154,2215.514,have,SPEAKER_00
2215.534,2215.554,a,SPEAKER_00
2215.634,2215.855,cold,SPEAKER_00
2215.975,2216.175,ash,SPEAKER_00
2216.875,2217.175,"puzzle,",SPEAKER_00
2217.215,2217.435,right?,SPEAKER_00
2219.096,2219.356,I've,SPEAKER_04
2219.436,2219.617,added,SPEAKER_04
2219.837,2219.937,to,SPEAKER_04
2219.977,2220.237,this.,SPEAKER_04
2221.157,2221.337,Since,SPEAKER_00
2221.377,2221.477,the,SPEAKER_00
2221.497,2222.598,fireplace,SPEAKER_04
2222.958,2223.178,would,SPEAKER_04
2223.338,2223.578,have,SPEAKER_04
2223.619,2223.939,ash,SPEAKER_04
2223.979,2224.219,around,SPEAKER_04
2224.239,2224.339,the,SPEAKER_04
2224.359,2224.839,"bottom,",SPEAKER_04
2225.539,2225.92,away,SPEAKER_04
2225.96,2226.44,from,SPEAKER_04
2226.72,2227.22,where,SPEAKER_04
2227.44,2227.56,you,SPEAKER_04
2227.581,2227.861,put,SPEAKER_04
2227.901,2227.961,the,SPEAKER_04
2228.001,2228.241,logs,SPEAKER_04
2228.261,2228.361,and,SPEAKER_04
2228.381,2228.961,stuff.,SPEAKER_04
2229.722,2229.982,What,SPEAKER_04
2230.082,2230.162,if,SPEAKER_04
2230.242,2230.482,it,SPEAKER_04
2230.542,2230.842,uses,SPEAKER_04
2230.922,2231.242,cold,SPEAKER_02
2231.362,2231.462,ash,SPEAKER_02
2231.502,2231.643,and,SPEAKER_02
2231.683,2231.783,what,SPEAKER_02
2231.803,2232.003,does,SPEAKER_02
2232.083,2232.163,it,SPEAKER_02
2232.183,2232.263,do?,SPEAKER_02
2236.698,2237.359,I,SPEAKER_02
2237.579,2237.959,don't,SPEAKER_02
2240.12,2240.581,know.,SPEAKER_03
2242.422,2242.562,"Uh,",SPEAKER_03
2243.002,2243.342,okay.,SPEAKER_02
2243.542,2244.323,Maybe,SPEAKER_02
2244.383,2245.164,it's,SPEAKER_03
2245.224,2245.944,covering,SPEAKER_03
2246.044,2246.364,some,SPEAKER_03
2246.404,2246.604,like,SPEAKER_03
2246.624,2246.945,text,SPEAKER_03
2247.025,2247.085,and,SPEAKER_03
2247.125,2247.385,you'd,SPEAKER_03
2247.405,2247.945,have,SPEAKER_03
2248.406,2248.686,to,SPEAKER_03
2248.786,2249.006,sweep,SPEAKER_03
2249.046,2249.126,it,SPEAKER_03
2249.186,2249.426,away,SPEAKER_03
2249.466,2249.546,in,SPEAKER_03
2249.606,2249.806,order,SPEAKER_03
2249.826,2250.007,to,SPEAKER_03
2250.067,2250.307,see,SPEAKER_03
2254.009,2254.549,it.,SPEAKER_04
2255.79,2255.93,Yeah.,SPEAKER_04
2256.01,2256.09,I,SPEAKER_04
2256.13,2256.291,was,SPEAKER_02
2256.371,2256.771,thinking,SPEAKER_04
2256.791,2256.931,that,SPEAKER_04
2257.031,2257.111,in,SPEAKER_04
2257.131,2257.391,the,SPEAKER_04
2257.471,2257.872,sense,SPEAKER_04
2257.912,2258.052,of,SPEAKER_04
2258.912,2258.972,in,SPEAKER_02
2258.992,2259.132,the,SPEAKER_02
2259.152,2259.232,"fire,",SPEAKER_02
2259.252,2259.393,there's,SPEAKER_02
2259.673,2259.793,like,SPEAKER_02
2259.873,2259.953,a,SPEAKER_02
2259.973,2260.193,curse,SPEAKER_02
2260.213,2260.473,mirror,SPEAKER_02
2260.593,2261.234,puzzle,SPEAKER_02
2261.254,2261.394,that,SPEAKER_02
2261.474,2261.734,you,SPEAKER_02
2261.754,2261.894,can,SPEAKER_02
2262.314,2262.394,use,SPEAKER_02
2262.414,2262.515,that,SPEAKER_02
2262.535,2262.635,way.,SPEAKER_02
2262.655,2262.835,Like,SPEAKER_02
2262.855,2262.935,you,SPEAKER_02
2262.955,2263.315,"must,",SPEAKER_02
2267.199,2269.04,arrange,SPEAKER_02
2269.42,2269.52,the,SPEAKER_02
2269.56,2270.18,mirror,SPEAKER_02
2270.2,2270.46,like,SPEAKER_02
2270.54,2270.6,a,SPEAKER_02
2270.64,2271.461,picture,SPEAKER_02
2271.561,2271.681,or,SPEAKER_02
2271.841,2272.001,some,SPEAKER_02
2272.041,2272.541,picture,SPEAKER_02
2272.601,2272.721,to,SPEAKER_02
2272.761,2273.442,reveal,SPEAKER_02
2273.742,2273.922,the,SPEAKER_02
2274.082,2274.282,hidden,SPEAKER_02
2274.302,2274.562,message,SPEAKER_02
2274.582,2274.682,so,SPEAKER_02
2274.702,2274.842,you,SPEAKER_02
2274.862,2274.982,can,SPEAKER_02
2275.002,2275.162,find,SPEAKER_02
2275.182,2275.282,the,SPEAKER_02
2275.302,2275.602,next,SPEAKER_02
2275.622,2275.902,person.,SPEAKER_02
2275.962,2276.443,Oh,SPEAKER_02
2277.503,2278.183,"yeah,",SPEAKER_02
2278.203,2278.343,that's,SPEAKER_02
2278.423,2278.543,a,SPEAKER_02
2278.563,2280.204,classic.,SPEAKER_02
2281.485,2281.585,I'm,SPEAKER_02
2281.645,2282.065,actually,SPEAKER_02
2282.085,2282.265,having,SPEAKER_02
2282.345,2282.405,a,SPEAKER_02
2282.425,2282.925,little,SPEAKER_02
2282.945,2283.065,bit,SPEAKER_02
2283.125,2283.185,of,SPEAKER_02
2283.245,2283.285,a,SPEAKER_02
2283.305,2283.425,hard,SPEAKER_02
2283.445,2283.685,time,SPEAKER_02
2283.705,2283.986,putting,SPEAKER_02
2284.026,2284.146,the,SPEAKER_02
2284.166,2284.426,points.,SPEAKER_02
2285.346,2286.106,So,SPEAKER_03
2286.346,2286.447,on,SPEAKER_02
2286.487,2286.607,the,SPEAKER_02
2286.667,2286.867,left,SPEAKER_02
2286.907,2287.047,hand,SPEAKER_02
2287.087,2287.227,"side,",SPEAKER_03
2287.307,2287.427,if,SPEAKER_03
2287.607,2287.747,you,SPEAKER_03
2287.767,2287.887,can,SPEAKER_03
2287.907,2287.967,see,SPEAKER_03
2287.987,2288.167,these,SPEAKER_03
2288.187,2288.347,two,SPEAKER_03
2288.387,2288.507,right,SPEAKER_02
2288.547,2288.667,"here,",SPEAKER_02
2293.628,2293.728,I,SPEAKER_03
2293.748,2293.908,made,SPEAKER_03
2293.928,2294.168,this,SPEAKER_03
2294.228,2294.348,one.,SPEAKER_03
2294.869,2294.969,And,SPEAKER_03
2295.109,2295.269,so,SPEAKER_03
2295.449,2295.609,we're,SPEAKER_03
2295.629,2295.789,kind,SPEAKER_03
2295.869,2295.929,of,SPEAKER_03
2296.209,2296.329,just,SPEAKER_03
2296.349,2296.809,putting,SPEAKER_03
2296.829,2297.029,down,SPEAKER_03
2297.049,2297.67,like,SPEAKER_03
2297.71,2297.83,the,SPEAKER_03
2297.85,2297.99,name,SPEAKER_03
2298.05,2298.11,of,SPEAKER_03
2298.13,2298.23,the,SPEAKER_03
2298.27,2298.57,puzzle,SPEAKER_03
2298.61,2298.75,or,SPEAKER_03
2298.79,2298.93,how,SPEAKER_03
2299.03,2299.19,we,SPEAKER_03
2299.29,2299.55,refer,SPEAKER_03
2299.59,2299.67,to,SPEAKER_02
2299.751,2299.891,it,SPEAKER_02
2299.971,2300.031,and,SPEAKER_02
2300.051,2300.271,then,SPEAKER_02
2300.291,2300.431,notes,SPEAKER_02
2300.451,2300.631,about,SPEAKER_02
2300.691,2300.791,it,SPEAKER_02
2300.831,2300.951,and,SPEAKER_02
2300.971,2301.091,what,SPEAKER_03
2301.131,2301.231,the,SPEAKER_03
2301.271,2301.491,goal,SPEAKER_03
2301.551,2301.691,is.,SPEAKER_03
2305.593,2305.813,Okay.,SPEAKER_03
2324.656,2324.736,I,SPEAKER_02
2324.756,2324.896,think,SPEAKER_02
2324.916,2325.036,we,SPEAKER_02
2325.056,2325.196,got,SPEAKER_02
2325.236,2325.597,pretty,SPEAKER_02
2325.637,2325.777,good.,SPEAKER_02
2325.797,2326.177,We're,SPEAKER_02
2326.197,2326.337,just,SPEAKER_02
2326.357,2326.537,having,SPEAKER_02
2326.597,2326.677,a,SPEAKER_02
2326.697,2327.278,little,SPEAKER_02
2327.298,2327.438,bit,SPEAKER_02
2327.458,2327.518,of,SPEAKER_02
2327.538,2328.178,difficulty.,SPEAKER_02
2329.119,2329.259,Yeah.,SPEAKER_02
2329.279,2329.399,Yeah.,SPEAKER_02
2329.419,2329.619,Sorry.,SPEAKER_02
2329.679,2329.779,I'll,SPEAKER_02
2329.819,2330.079,just,SPEAKER_02
2330.539,2330.98,make,SPEAKER_02
2331.0,2331.1,that,SPEAKER_02
2331.12,2331.28,bigger,SPEAKER_02
2331.3,2331.4,so,SPEAKER_02
2331.42,2331.56,we,SPEAKER_02
2331.58,2331.7,can,SPEAKER_02
2331.72,2331.84,see,SPEAKER_02
2331.9,2331.96,it.,SPEAKER_02
2331.98,2332.24,Yeah.,SPEAKER_02
2332.36,2332.501,Yeah.,SPEAKER_02
2355.152,2355.532,Exactly.,SPEAKER_03
2355.552,2355.853,That's,SPEAKER_03
2355.893,2356.013,what,SPEAKER_03
2356.053,2356.133,I,SPEAKER_02
2356.153,2356.313,said.,SPEAKER_02
2357.474,2358.615,"Uh,",SPEAKER_02
2360.015,2360.056,I,SPEAKER_02
2360.216,2360.436,also,SPEAKER_02
2360.576,2360.836,"like,",SPEAKER_02
2361.256,2361.356,I'll,SPEAKER_02
2361.376,2361.737,just,SPEAKER_02
2361.757,2361.957,put,SPEAKER_02
2361.997,2362.097,my,SPEAKER_02
2362.117,2362.437,points,SPEAKER_02
2362.497,2362.938,on,SPEAKER_02
2363.018,2363.218,it.,SPEAKER_02
2363.238,2363.318,You,SPEAKER_02
2363.338,2363.458,"can,",SPEAKER_02
2363.478,2363.618,you,SPEAKER_02
2363.638,2363.758,can,SPEAKER_02
2363.778,2363.978,cover,SPEAKER_02
2364.118,2364.178,it,SPEAKER_02
2364.218,2364.319,the,SPEAKER_02
2364.339,2364.659,way,SPEAKER_02
2364.679,2364.799,you,SPEAKER_02
2364.839,2365.019,want.,SPEAKER_02
2365.079,2365.299,Okay.,SPEAKER_02
2365.339,2365.439,"Yeah,",SPEAKER_02
2365.459,2366.54,that's,SPEAKER_05
2366.64,2366.76,good.,SPEAKER_05
2371.664,2371.744,And,SPEAKER_03
2371.764,2371.904,so,SPEAKER_02
2371.984,2372.064,"yeah,",SPEAKER_03
2372.124,2372.204,I,SPEAKER_03
2372.224,2372.364,think,SPEAKER_03
2372.484,2372.604,once,SPEAKER_03
2372.624,2372.785,we,SPEAKER_03
2372.845,2373.065,have,SPEAKER_03
2373.125,2373.405,"like,",SPEAKER_03
2375.046,2375.166,how,SPEAKER_03
2375.186,2375.346,many,SPEAKER_00
2375.366,2375.667,puzzles,SPEAKER_00
2375.687,2375.767,do,SPEAKER_03
2375.787,2375.847,you,SPEAKER_03
2375.867,2375.987,think,SPEAKER_03
2376.007,2376.147,would,SPEAKER_03
2376.167,2376.407,throw,SPEAKER_03
2376.467,2376.567,up,SPEAKER_03
2376.607,2376.687,an,SPEAKER_03
2376.747,2377.148,hour?,SPEAKER_03
2379.99,2380.19,Four?,SPEAKER_00
2380.27,2381.331,Three,SPEAKER_03
2381.411,2381.471,to,SPEAKER_03
2381.571,2381.851,five?,SPEAKER_03
2382.962,2383.402,"No,",SPEAKER_02
2383.442,2383.642,that's,SPEAKER_02
2383.682,2383.842,just,SPEAKER_02
2383.862,2384.002,going,SPEAKER_02
2384.022,2384.102,to,SPEAKER_02
2384.122,2384.162,be,SPEAKER_02
2384.182,2384.322,more,SPEAKER_02
2384.342,2384.623,than,SPEAKER_02
2384.643,2384.743,that.,SPEAKER_02
2385.123,2385.303,"Um,",SPEAKER_02
2385.723,2385.823,"it's,",SPEAKER_02
2385.883,2385.963,it's,SPEAKER_02
2385.983,2386.223,like,SPEAKER_02
2386.283,2386.483,"five,",SPEAKER_02
2387.443,2387.763,"uh,",SPEAKER_02
2387.783,2388.444,because,SPEAKER_00
2388.484,2388.604,for,SPEAKER_00
2388.624,2388.964,"example,",SPEAKER_00
2388.984,2389.104,the,SPEAKER_02
2389.144,2389.284,top,SPEAKER_02
2389.304,2389.564,five,SPEAKER_02
2389.604,2389.644,is,SPEAKER_02
2389.764,2389.884,one,SPEAKER_02
2389.904,2390.564,combined,SPEAKER_02
2391.024,2391.324,puzzle,SPEAKER_02
2391.344,2391.464,that,SPEAKER_02
2391.485,2391.605,would,SPEAKER_02
2391.625,2391.745,take,SPEAKER_02
2391.845,2392.005,five,SPEAKER_02
2392.025,2392.465,"minutes,",SPEAKER_02
2392.485,2392.605,but,SPEAKER_02
2392.625,2392.805,then,SPEAKER_02
2392.825,2393.045,the,SPEAKER_02
2393.065,2393.325,better,SPEAKER_02
2393.345,2393.485,part,SPEAKER_02
2393.545,2393.665,of,SPEAKER_02
None,None,15.,None
2393.805,2394.005,Yeah.,SPEAKER_02
2407.838,2408.298,"Okay,",SPEAKER_02
2408.379,2408.699,I'm,SPEAKER_02
2408.839,2409.259,not,SPEAKER_02
2409.499,2410.12,sure,SPEAKER_02
2410.18,2410.62,what,SPEAKER_02
2410.86,2410.96,you,SPEAKER_02
2410.98,2411.08,mean,SPEAKER_02
2411.1,2411.22,by,SPEAKER_02
2411.24,2411.441,the,SPEAKER_02
2411.601,2411.941,painting,SPEAKER_02
2411.961,2412.061,thing,SPEAKER_02
2412.141,2412.621,because,SPEAKER_02
2412.641,2412.842,what,SPEAKER_02
2413.202,2413.862,I'm,SPEAKER_02
2413.882,2414.122,thinking,SPEAKER_02
2414.183,2414.363,of,SPEAKER_02
2414.423,2414.583,is,SPEAKER_02
2414.643,2414.783,what,SPEAKER_02
2414.823,2414.903,if,SPEAKER_02
2414.923,2415.023,you,SPEAKER_02
2415.063,2415.323,have,SPEAKER_02
2415.343,2415.764,broken,SPEAKER_02
2415.784,2416.124,pieces,SPEAKER_02
2416.144,2416.264,that,SPEAKER_02
2416.324,2416.424,are,SPEAKER_02
2416.444,2416.604,arranged,SPEAKER_02
2416.624,2416.924,differently,SPEAKER_02
2416.944,2417.385,instead,SPEAKER_04
2417.865,2417.905,of,SPEAKER_04
2429.899,2430.019,put,SPEAKER_04
2430.079,2430.159,in,SPEAKER_04
2430.179,2430.78,this,SPEAKER_04
2430.94,2431.42,arrangement,SPEAKER_04
2431.44,2431.56,to,SPEAKER_04
2431.6,2432.541,remake,SPEAKER_04
2432.561,2432.661,the,SPEAKER_04
2432.681,2433.661,mirror.,SPEAKER_04
2433.701,2433.801,What,SPEAKER_04
2433.861,2434.001,if,SPEAKER_04
2434.041,2434.141,the,SPEAKER_04
2434.181,2434.582,pieces,SPEAKER_04
2434.602,2435.122,break,SPEAKER_04
2435.182,2435.422,in,SPEAKER_04
2435.442,2435.942,certain,SPEAKER_04
2435.982,2436.383,ways,SPEAKER_04
2436.443,2436.503,and,SPEAKER_04
2436.543,2436.643,then,SPEAKER_04
2436.663,2436.783,you,SPEAKER_04
2436.843,2437.203,make,SPEAKER_04
2437.263,2437.343,a,SPEAKER_04
2437.383,2438.204,different,SPEAKER_04
2440.265,2440.565,shape,SPEAKER_04
2440.645,2440.865,of,SPEAKER_04
2440.965,2441.025,it?,SPEAKER_04
2441.085,2441.185,I,SPEAKER_04
2441.245,2441.546,understand,SPEAKER_04
2441.666,2441.926,"that,",SPEAKER_04
2441.946,2442.066,but,SPEAKER_04
2442.126,2442.186,if,SPEAKER_04
2442.206,2442.306,we,SPEAKER_04
2442.426,2442.486,are,SPEAKER_04
2442.506,2442.646,just,SPEAKER_04
2442.686,2443.187,remaking,SPEAKER_04
2443.207,2443.347,the,SPEAKER_04
2443.387,2443.647,"mirror,",SPEAKER_04
2443.667,2443.787,then,SPEAKER_04
2443.807,2444.127,that's,SPEAKER_04
2444.167,2444.327,another,SPEAKER_04
None,None,5,None
2444.467,2444.847,minute,SPEAKER_04
2444.867,2445.128,puzzle.,SPEAKER_04
2446.408,2446.849,Okay.,SPEAKER_03
2447.709,2447.769,I,SPEAKER_03
2447.789,2448.049,"mean,",SPEAKER_03
2448.069,2448.61,that,SPEAKER_03
2448.63,2448.75,could,SPEAKER_03
2448.79,2448.95,be,SPEAKER_03
2448.99,2449.61,"interesting,",SPEAKER_03
2449.63,2449.95,having,SPEAKER_03
2449.97,2450.11,to,SPEAKER_03
2450.17,2450.531,remake,SPEAKER_03
2450.571,2450.791,it,SPEAKER_03
2450.831,2450.971,into,SPEAKER_03
2450.991,2451.051,a,SPEAKER_03
2451.071,2451.411,different,SPEAKER_03
2451.611,2452.892,shape.,SPEAKER_03
2454.313,2454.433,I've,SPEAKER_00
2454.473,2454.653,got,SPEAKER_00
2454.713,2455.073,something.,SPEAKER_00
2455.133,2455.313,I'm,SPEAKER_00
2455.333,2455.453,sure,SPEAKER_00
2455.493,2455.594,you,SPEAKER_00
2455.614,2455.774,can't,SPEAKER_00
2455.814,2455.914,wait,SPEAKER_03
2455.934,2455.994,to,SPEAKER_03
2456.014,2456.394,read.,SPEAKER_03
2457.034,2457.114,It,SPEAKER_03
2457.134,2457.294,would,SPEAKER_03
2457.315,2457.395,be,SPEAKER_03
2457.435,2457.715,very,SPEAKER_03
2457.735,2457.915,good,SPEAKER_03
2457.955,2458.135,though.,SPEAKER_03
2460.582,2460.882,We,SPEAKER_03
2460.922,2461.183,can,SPEAKER_03
2463.744,2464.064,mull,SPEAKER_03
2464.124,2464.224,it,SPEAKER_03
2464.284,2464.584,over.,SPEAKER_03
2465.905,2466.025,What,None
2466.105,2466.225,else,SPEAKER_03
2466.305,2466.425,is,SPEAKER_03
2466.465,2466.826,here?,SPEAKER_03
2467.346,2467.426,"Oh,",SPEAKER_03
2467.446,2467.646,yeah.,SPEAKER_03
2467.726,2467.866,I'm,SPEAKER_03
2467.886,2468.026,going,SPEAKER_03
2468.046,2468.126,to,SPEAKER_03
2468.166,2468.606,put,SPEAKER_03
2468.687,2468.827,the,SPEAKER_03
2468.887,2469.047,arm,SPEAKER_03
2469.107,2469.767,puzzle.,SPEAKER_03
2470.347,2470.708,Yeah.,SPEAKER_04
2471.148,2471.388,I'm,SPEAKER_04
2471.428,2471.708,just,SPEAKER_04
2471.748,2472.088,opening,SPEAKER_04
2472.108,2472.328,that,SPEAKER_04
2472.348,2472.549,now.,SPEAKER_04
2474.71,2474.81,"Oh,",SPEAKER_03
2474.83,2475.11,never,SPEAKER_03
2475.15,2475.49,mind.,SPEAKER_03
2475.71,2475.77,I,SPEAKER_03
2475.79,2475.93,keep,SPEAKER_03
2475.95,2476.15,"like,",SPEAKER_03
2476.17,2476.351,like,SPEAKER_03
2476.371,2476.431,now.,SPEAKER_03
2476.711,2477.011,"Okay,",SPEAKER_03
2477.031,2477.171,so,SPEAKER_03
2477.291,2477.511,arm,SPEAKER_03
2477.551,2477.811,puzzle.,SPEAKER_03
2477.831,2477.931,What,SPEAKER_03
2478.011,2478.112,else,SPEAKER_03
2478.132,2478.252,do,SPEAKER_03
2478.272,2478.352,we,SPEAKER_03
2478.372,2478.512,still,SPEAKER_03
2478.532,2478.612,need?,SPEAKER_03
2478.632,2478.672,We,SPEAKER_03
2478.692,2478.792,could,SPEAKER_03
2478.812,2478.912,have,SPEAKER_03
2478.932,2479.132,like,SPEAKER_03
2479.152,2479.172,a,SPEAKER_03
2479.192,2479.392,box,SPEAKER_03
2479.452,2479.792,puzzle.,SPEAKER_03
2489.058,2489.218,they,SPEAKER_02
2489.278,2489.598,need,SPEAKER_02
2489.639,2490.059,"to,",SPEAKER_02
2490.399,2490.539,you,SPEAKER_02
2490.559,2490.879,"know,",SPEAKER_02
2491.16,2491.58,find,SPEAKER_02
2491.7,2492.1,the,SPEAKER_02
2492.2,2493.021,real,SPEAKER_02
2493.441,2493.862,word,SPEAKER_02
2494.142,2494.542,from,SPEAKER_02
2494.842,2495.303,the,SPEAKER_02
2495.883,2496.363,letters.,SPEAKER_02
2499.045,2499.646,"Yeah,",SPEAKER_02
2499.666,2500.066,we,SPEAKER_02
2500.126,2500.587,can,SPEAKER_02
2500.927,2501.067,do,SPEAKER_02
2501.087,2501.427,that.,SPEAKER_02
2501.447,2501.687,They,SPEAKER_02
2501.707,2502.228,can,SPEAKER_02
2502.528,2502.648,do,SPEAKER_02
2502.708,2502.788,it,SPEAKER_02
2503.249,2503.449,in,SPEAKER_02
2503.489,2503.589,a,SPEAKER_02
2503.609,2503.849,couple,SPEAKER_02
2503.869,2503.909,of,SPEAKER_02
2503.929,2504.229,minutes,SPEAKER_02
2505.15,2505.27,and,SPEAKER_02
2505.41,2505.51,it,SPEAKER_02
2505.53,2505.67,will,SPEAKER_02
2505.69,2506.031,give,SPEAKER_02
2506.051,2506.251,them,SPEAKER_02
2506.911,2507.272,something.,SPEAKER_02
2507.332,2507.392,I,SPEAKER_02
2507.412,2507.512,don't,SPEAKER_02
2507.532,2507.752,"know,",SPEAKER_02
2507.772,2507.912,some,SPEAKER_02
2507.952,2508.232,"clue,",SPEAKER_02
2508.252,2508.412,some,SPEAKER_02
2508.472,2508.713,key.,SPEAKER_02
2511.375,2511.715,Yeah.,SPEAKER_02
2515.256,2515.356,What,SPEAKER_02
2515.436,2515.616,is,SPEAKER_02
2515.696,2515.776,it,SPEAKER_02
2515.796,2515.916,that,SPEAKER_02
2515.936,2516.196,happens,SPEAKER_02
2516.216,2516.397,in,SPEAKER_02
2516.417,2516.557,this,SPEAKER_02
2516.597,2517.097,local,SPEAKER_02
2517.117,2517.597,function?,SPEAKER_02
2517.677,2517.757,It's,SPEAKER_02
2517.777,2517.897,"like,",SPEAKER_02
